date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 17:00:00,0.30303030303030304,0.0,0.2567934782608696,0.8225290697674399,0.3275224511357633,0.6963619402985075,0.26321138211382133,0.7777777777777777,0.3234435797665367,0.7642623417271317,0.20864437953045956,0.6714905203711186,0.45512486239063693,0.841826761038086,0.17140151515151492,0.6812076401725212,0.12669245647969074,0.68585643212509,0.223031564342695,0.6760399673735749,0.4545306122448973,0.0,0.8702702702702707,0.6511627906976745,1.0,0.5492307692307691,0.2654489060353856,0.2654489060353856
2016-01-11 17:10:00,0.30303030303030304,0.0,0.2567934782608696,0.783139534883716,0.3275224511357633,0.693213619402985,0.26321138211382133,0.7808641975308643,0.3234435797665367,0.7824370465215535,0.20864437953045956,0.6714905203711186,0.4484037313865229,0.8398719245028644,0.17140151515151492,0.678743068391867,0.12669245647969074,0.6845534233593933,0.22650017343045747,0.6773246329526941,0.44995918367346865,0.0,0.8702702702702707,0.6201550387596901,1.0,0.5446153846153845,0.3720828930491276,0.3720828930491276
2016-01-11 17:20:00,0.24242424242424243,0.0,0.2567934782608696,0.7659883720930198,0.3275224511357633,0.6887437810945292,0.26321138211382133,0.7882373113854575,0.3163099870298347,0.7780623132735809,0.20864437953045956,0.6681625655506265,0.43890144272553455,0.8307044152342437,0.17140151515151492,0.6740603820086245,0.12669245647969074,0.6798152096659571,0.21956295525494274,0.6747553017944556,0.4453877551020403,0.0,0.8702702702702707,0.589147286821705,0.9734848484848475,0.5399999999999998,0.5728476592384149,0.5728476592384149
2016-01-11 17:30:00,0.24242424242424243,0.0,0.2567934782608696,0.7558139534883705,0.3275224511357633,0.6870335820895526,0.26321138211382133,0.791666666666667,0.3127431906614786,0.7709489258785016,0.20864437953045956,0.6681625655506265,0.4344979431021495,0.8334007414897198,0.16508838383838054,0.6687615526802219,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.670473083197392,0.44081632653061165,0.0,0.8702702702702707,0.5581395348837209,0.8863636363636362,0.5353846153846152,0.9082610649707061,0.9082610649707061
2016-01-11 17:40:00,0.30303030303030304,0.0,0.2567934782608696,0.7674418604651112,0.3275224511357633,0.6842350746268657,0.26321138211382133,0.791666666666667,0.3127431906614786,0.7626973965002135,0.21243102888672527,0.6681625655506265,0.43218031172142085,0.8482642399730365,0.17140151515151492,0.6665434380776339,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.670473083197392,0.436244897959183,0.0,0.8702702702702707,0.5271317829457367,0.7992424242424248,0.5307692307692307,0.20161094866505064,0.20161094866505064
2016-01-11 17:50:00,0.24242424242424243,0.0,0.2567934782608696,0.754069767441859,0.3275224511357633,0.6828358208955225,0.26321138211382133,0.7882373113854575,0.3127431906614786,0.7712334613743062,0.20485773017418252,0.6663473174667216,0.42986268034069186,0.8570947084597239,0.16508838383838054,0.6676524953789279,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.665762642740622,0.43167346938775464,0.0,0.8702702702702707,0.4961240310077516,0.7121212121212113,0.526153846153846,0.8984412332245253,0.8984412332245253
2016-01-11 18:00:00,0.30303030303030304,0.0,0.2567934782608696,0.7427325581395336,0.3275224511357633,0.6828358208955225,0.26321138211382133,0.7865226337448559,0.3127431906614786,0.7737942808365343,0.2010710808179168,0.6644312222670452,0.4285879830812908,0.8603640040444894,0.16508838383838054,0.6654343807763402,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.665762642740622,0.42710204081632597,0.0,0.8702702702702707,0.46511627906976744,0.625,0.5215384615384614,0.9447349571500633,0.9447349571500633
2016-01-11 18:10:00,0.30303030303030304,0.0,0.25226449275362794,0.7337209302325556,0.3275224511357633,0.6828358208955225,0.25711382113821135,0.7865226337448559,0.3127431906614786,0.7769241712903667,0.2010710808179168,0.6624142799515944,0.4260385885624892,0.863734411863835,0.16193181818181812,0.6654343807763402,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.665762642740622,0.4277551020408159,0.0,0.8675675675675674,0.48062015503875993,0.625,0.5207692307692304,0.6608075552404676,0.6608075552404676
2016-01-11 18:20:00,0.30303030303030304,0.0,0.24320652173913038,0.7353561046511599,0.3275224511357633,0.6797263681592023,0.25711382113821135,0.7808641975308643,0.3127431906614786,0.7737942808365343,0.20864437953045956,0.665439693424769,0.42372095718176017,0.8718570947084601,0.1682449494949525,0.6728280961182994,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.665762642740622,0.4284081632653054,0.0,0.8648648648648658,0.4961240310077516,0.625,0.52,0.6291182344026894,0.6291182344026894
2016-01-11 18:30:00,0.36363636363636365,0.0,0.25226449275362794,0.7568313953488344,0.33069202324352864,0.6781716417910446,0.26321138211382133,0.7846364883401904,0.3127431906614786,0.7868829136434787,0.2010710808179168,0.665439693424769,0.4260385885624892,0.8759015840916754,0.17140151515151492,0.6765249537892791,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.665762642740622,0.42906122448979533,0.0,0.8621621621621625,0.5116279069767442,0.625,0.519230769230769,0.06169068451751865,0.06169068451751865
2016-01-11 18:40:00,1.0,0.0,0.26177536231884524,0.7469476744186001,0.34407466103187523,0.6781716417910446,0.26321138211382133,0.7865226337448559,0.3127431906614786,0.801109688433632,0.2010710808179168,0.665439693424769,0.4260385885624892,0.8783282777216047,0.17589962121212088,0.7215341959334566,0.11702127659574502,0.6748400852878478,0.21956295525494274,0.665762642740622,0.42971428571428527,0.0,0.8594594594594593,0.5271317829457367,0.625,0.5184615384615381,0.20590434747809377,0.20590434747809377
2016-01-11 18:50:00,1.0,0.0,0.2807971014492794,0.770203488372091,0.35147032928332833,0.6781716417910446,0.26321138211382133,0.7827503429355303,0.3234435797665367,0.801109688433632,0.2010710808179168,0.665439693424769,0.42372095718176017,0.8796090326929554,0.20265151515151514,0.7786814540973491,0.1137975499677657,0.6763800047382136,0.20811654526534862,0.665762642740622,0.4303673469387748,0.0,0.8567567567567578,0.5426356589147283,0.625,0.5176923076923077,0.17648135136849014,0.17648135136849014
2016-01-11 19:00:00,1.0,0.0,0.28985507246376363,0.8401162790697632,0.36626166578623276,0.6781716417910446,0.2733739837398377,0.7865226337448559,0.3234435797665367,0.7982643334755994,0.2010710808179168,0.6681625655506265,0.42372095718176017,0.8856420626895855,0.2304292929292895,0.8241528034503992,0.1137975499677657,0.6737739872068242,0.2157474852584076,0.665762642740622,0.43102040816326476,0.0,0.8540540540540544,0.5581395348837209,0.625,0.5169230769230768,0.6870372216356415,0.6870372216356415
2016-01-11 19:10:00,1.0,0.0,0.30706521739130466,1.0000000000000002,0.38351822503961963,0.7108208955223883,0.2733739837398377,0.8170438957475978,0.3234435797665367,0.8349694124341993,0.2010710808179168,0.6703812020976201,0.42177994090039983,0.8818503538928211,0.2436868686868654,0.8487985212569314,0.1105738233397775,0.6775645581615757,0.20811654526534862,0.6673327895595469,0.43102040816326476,0.0,0.8459459459459464,0.5581395348837209,0.625,0.5130769230769231,0.3840648185277129,0.3840648185277129
2016-01-11 19:20:00,0.5454545454545454,0.0,0.329710144927541,1.0000000000000002,0.3969008628279662,0.7450248756218887,0.28794037940379025,0.9216392318244191,0.3234435797665367,0.8978517570066882,0.2010710808179168,0.6805667607906425,0.4159568920563185,0.8812605325244357,0.2436868686868654,0.825631546518791,0.11702127659574502,0.6962805022506513,0.20811654526534862,0.668117862969007,0.43102040816326476,0.0,0.8378378378378382,0.5581395348837209,0.625,0.5092307692307689,0.7698703603545762,0.7698703603545762
2016-01-11 19:30:00,0.5454545454545454,0.0,0.34873188405797473,1.0000000000000002,0.41556612079591093,0.7880907960199024,0.29471544715447195,0.9699931412894394,0.3234435797665367,0.8890311566367903,0.20675105485232081,0.6969796288826151,0.4124804449852251,0.8833838894506238,0.2367424242424241,0.8032039433148502,0.12185686653771777,0.6965174129353247,0.20811654526534862,0.6673327895595469,0.43102040816326476,0.0,0.8297297297297301,0.5581395348837209,0.625,0.5053846153846152,0.49768032054776473,0.49768032054776473
2016-01-11 19:40:00,0.4848484848484848,0.0,0.3709239130434785,1.0000000000000002,0.42965310794154266,0.8098569651741276,0.30487804878048785,0.9732510288065845,0.3163099870298347,0.8748043818466367,0.20864437953045956,0.7105183541750719,0.4099310504664235,0.8812942366026287,0.22443181818181812,0.7788046826863845,0.1295938104448746,0.7119166074389955,0.20811654526534862,0.665762642740622,0.43102040816326476,0.0,0.8216216216216221,0.5581395348837209,0.625,0.5015384615384615,0.7176382641292419,0.7176382641292419
2016-01-11 19:50:00,0.36363636363636365,0.0,0.3881340579710191,1.0000000000000002,0.4331748547279448,0.8020833333333353,0.30487804878048785,0.9690072016460904,0.3127431906614786,0.8665528524683439,0.21243102888672527,0.7239310205728118,0.4029781563242368,0.8725985844287157,0.21874999999999978,0.7588416512630943,0.1418439716312092,0.7258943378346387,0.20811654526534862,0.665762642740622,0.43102040816326476,0.0,0.8135135135135141,0.5581395348837209,0.625,0.4976923076923074,0.991974089903756,0.991974089903756
2016-01-11 20:00:00,0.42424242424242425,0.0,0.39266304347826075,0.9793604651162713,0.4331748547279448,0.7681902985074625,0.30487804878048785,0.9559327846364862,0.3198767833981804,0.8950064020486557,0.21243102888672527,0.7277632109721677,0.39625702532012275,0.8671385237613751,0.21559343434343736,0.7378927911275414,0.15892972275950656,0.7320540156361066,0.20811654526534862,0.6619086460032648,0.43102040816326476,0.0,0.8054054054054058,0.5581395348837209,0.625,0.4938461538461537,0.3799955642106878,0.3799955642106878
2016-01-11 20:10:00,0.7878787878787878,0.0,0.39266304347826075,0.9186046511627854,0.4331748547279448,0.7540422885572156,0.30149051490515233,0.9271262002743468,0.32668612191958113,0.9321382842509602,0.2571134912907034,1.0,0.39625702532012275,0.8742500842601951,0.20928030303030298,0.7206407886629683,0.17182462927144115,0.7341862117981535,0.20811654526534862,0.6619086460032648,0.43102040816326476,0.0,0.8027027027027027,0.5581395348837209,0.625,0.49230769230769234,0.7774754989632999,0.7774754989632999
2016-01-11 20:20:00,0.6666666666666667,0.0,0.39266304347826075,0.8590116279069708,0.4331748547279448,0.739855410447761,0.30149051490515233,0.9099794238683128,0.3404669260700388,0.9512377294067433,0.31088391214973843,1.0,0.4008922880815808,0.8749241658240647,0.20928030303030298,0.7073321010474415,0.17794970986460368,0.7331201137171299,0.20811654526534862,0.6587683523654195,0.43102040816326476,0.0,0.8000000000000009,0.5581395348837209,0.625,0.49076923076923046,0.9347631662110165,0.9347631662110165
2016-01-11 20:30:00,1.0,0.0,0.4026268115941978,0.8241279069767387,0.439513998943476,0.7308768656716418,0.30487804878048785,0.8959190672153654,0.3487354085603114,0.9405320813771532,0.26544411987450367,1.0,0.4020511037719451,0.8691270643747897,0.20296717171716838,0.6974738139248317,0.1901998710509385,0.7352523098791768,0.20811654526534862,0.6587683523654195,0.43102040816326476,0.0,0.7972972972972978,0.5581395348837209,0.625,0.4892307692307691,0.21207337862381667,0.21207337862381667
2016-01-11 20:40:00,0.606060606060606,0.0,0.41213768115941507,0.7992732558139484,0.44268357105124134,0.7165733830845751,0.31097560975609784,0.8856310013717441,0.35489623865109854,0.917911509460807,0.2578708211619609,1.0,0.4041369720146011,0.8651499831479604,0.2124368686868654,0.7553912507701773,0.19342359767891715,0.73075100687041,0.20811654526534862,0.6559135399673757,0.43102040816326476,0.0,0.7945945945945945,0.5581395348837209,0.625,0.48769230769230765,0.6516819241886398,0.6516819241886398
