date,Appliances,T2,RH_2,T4,RH_5,RH_6,T8,RH_8,RH_9,Press_mm_hg,hour,Appliances_lag_1,Appliances_rolling_mean_6,Appliances_rolling_std_6,Appliances_rolling_mean_18,Appliances_rolling_std_18
2016-01-11 20:40:00,0.606060606060606,0.4426835710512413,0.7165733830845751,0.3548962386510985,1.0,0.8651499831479604,0.1934235976789171,0.73075100687041,0.6559135399673757,0.0,20,1.0,0.6212121212121212,0.24374639457200253,0.5909090909090909,0.2951287110481007
2016-01-11 20:50:00,0.606060606060606,0.4497270646240572,0.7044465174129337,0.3613813229571982,1.0,0.8627906976744186,0.2005157962604737,0.7260127931769738,0.6533442088091375,0.0,20,0.606060606060606,0.6414141414141414,0.23505204602464846,0.6077441077441077,0.2862506208666596
2016-01-11 21:00:00,0.606060606060606,0.4571227328755098,0.6949626865671643,0.3613813229571982,1.0,0.8600943714189413,0.2040618955512574,0.7164179104477624,0.6519168026101176,0.0,21,0.606060606060606,0.6818181818181818,0.1952136170715929,0.6279461279461278,0.2713981388496092
2016-01-11 21:10:00,0.606060606060606,0.4648705758055993,0.6949626865671643,0.3613813229571982,1.0,0.8553083923154702,0.210509348807224,0.7142857142857157,0.6490619902120738,0.0,21,0.606060606060606,0.712121212121212,0.15775048587661067,0.6447811447811448,0.25918143867840987
2016-01-11 21:20:00,0.5454545454545454,0.4683923225920015,0.7103544776119404,0.3613813229571982,1.0,0.8567239635995956,0.2169568020631822,0.7119166074389955,0.6443515497553038,0.0,21,0.606060606060606,0.6818181818181818,0.15775048587661067,0.6616161616161615,0.24513854794073206
2016-01-11 21:30:00,0.5454545454545454,0.4824793097376332,0.7137748756218891,0.3613813229571982,0.8902279144816478,0.8627569935962253,0.2234042553191491,0.7048092868988391,0.6443515497553038,0.0,21,0.5454545454545454,0.6616161616161615,0.16753675546637767,0.6750841750841751,0.23050126461308298
2016-01-11 21:40:00,0.5454545454545454,0.4860010565240358,0.7089552238805972,0.3649481193255544,0.7873638563937086,0.8655207280080888,0.2263056092843329,0.703624733475481,0.6404975530179466,0.0,21,0.5454545454545454,0.5858585858585857,0.03129683512086848,0.6851851851851851,0.21978488348317388
2016-01-11 21:50:00,0.5454545454545454,0.4860010565240358,0.7030472636815901,0.3785667963683554,0.7176784993949197,0.8641725648803507,0.2321083172147002,0.7010187159440917,0.6404975530179466,0.0,21,0.5454545454545454,0.5757575757575757,0.03319530651546506,0.6599326599326599,0.20724091956470644
2016-01-11 22:00:00,0.606060606060606,0.4955097728473323,0.6890547263681577,0.3882944228274998,0.6755244050020168,0.8627401415571284,0.2321083172147002,0.695214404169628,0.6357871125611767,0.0,22,0.5454545454545454,0.5656565656565656,0.03129683512086848,0.6346801346801346,0.19037279232184626
2016-01-11 22:10:00,1.0,0.4955097728473323,0.6763059701492535,0.3818093385214007,0.6380092779346509,0.8617458712504217,0.2385557704706675,0.6904761904761918,0.6332177814029383,0.0,22,0.606060606060606,0.5656565656565656,0.03129683512086848,0.6127946127946128,0.16712966173753263
2016-01-11 22:20:00,1.0,0.5060750132065504,0.669931592039799,0.3912127107652432,0.6160246066962505,0.8570947084597239,0.2417794970986464,0.6845534233593933,0.6357871125611767,0.0009165902841665,22,1.0,0.6313131313131313,0.1822385712390781,0.6127946127946128,0.1671296617375326
2016-01-11 22:30:00,1.0,0.5138228561366398,0.6578047263681577,0.4301232166018189,0.588972367890279,0.8496798112571619,0.2417794970986464,0.6845534233593933,0.6328966150081585,0.0032080659945066,22,1.0,0.7070707070707071,0.22811292506335806,0.638047138047138,0.18923443471536053
2016-01-11 22:40:00,1.0,0.5176967776016903,0.6517412935323366,0.4787613488975388,0.5743747478822112,0.8405123019885409,0.2369439071566732,0.6876332622601293,0.629078303425775,0.0054995417048644,22,1.0,0.7828282828282828,0.238926791363937,0.6632996632996632,0.20575863605608605
2016-01-11 22:50:00,0.303030303030303,0.5176967776016903,0.6455223880597019,0.517671854734115,0.5601553045582903,0.8398382204246714,0.2321083172147002,0.697583511016348,0.6319331158238193,0.0077910174152364,22,1.0,0.8585858585858587,0.21991455613209357,0.6919191919191918,0.21509250778792402
2016-01-11 23:00:00,0.303030303030303,0.5176967776016903,0.6403917910447765,0.5342088197146593,0.5513816054860836,0.8472194135490395,0.2385557704706675,0.7046908315565046,0.6319331158238193,0.01008249312558,23,0.303030303030303,0.8181818181818182,0.2975257626335414,0.6885521885521885,0.22092882393314564
2016-01-11 23:10:00,0.303030303030303,0.5176967776016903,0.6403917910447765,0.5212386511024607,0.5462384025816869,0.8553758004718575,0.2417794970986464,0.7210376687988642,0.6561990212071813,0.0128322639780122,23,0.303030303030303,0.7676767676767677,0.35991360388998234,0.6818181818181819,0.2310733902544422
2016-01-11 23:20:00,0.2424242424242424,0.5176967776016903,0.6455223880597019,0.5144293125810595,0.542406212182331,0.862082912032356,0.2417794970986464,0.73075100687041,0.6644779771615028,0.0155820348304445,23,0.303030303030303,0.6515151515151515,0.38174602492784315,0.6548821548821548,0.2457742880982583
2016-01-11 23:30:00,0.3636363636363636,0.5099489346716009,0.6483208955223878,0.5048638132295715,0.5402884227511087,0.8654533198517016,0.2417794970986464,0.7414119876806444,0.6719004893964116,0.0183318056828731,23,0.2424242424242424,0.5252525252525252,0.3684861775627281,0.6313131313131313,0.2642268061910501
2016-01-11 23:40:00,0.303030303030303,0.5060750132065504,0.6522854477611939,0.4917315175097276,0.538069786204115,0.8745871250421303,0.2417794970986464,0.7506515043828477,0.6773246329526941,0.0210815765353018,23,0.3636363636363636,0.4191919191919191,0.28710688645266963,0.5959595959595959,0.25438412678982314
2016-01-11 23:50:00,0.1818181818181818,0.4955097728473323,0.6497201492537314,0.488813229571984,0.5342375958047594,0.8786316144253459,0.2417794970986464,0.7591802890310353,0.6801794453507377,0.0238313473877269,23,0.303030303030303,0.303030303030303,0.03833063830507194,0.5791245791245792,0.2635387958226971
2016-01-12 00:00:00,0.1818181818181818,0.4955097728473323,0.6531405472636798,0.4823281452658849,0.5302037111738609,0.8860802157061001,0.2417794970986464,0.7662876095711919,0.6833197389885832,0.0265811182401591,0,0.1818181818181818,0.2828282828282828,0.06259367024173643,0.5555555555555555,0.2794767896771367
2016-01-12 00:10:00,0.1212121212121212,0.4860010565240358,0.6595149253731343,0.4758430609597952,0.5292960871319086,0.8900572969329292,0.2488716956802028,0.778251599147123,0.6871737357259402,0.0293308890925878,0,0.1818181818181818,0.2626262626262626,0.0733975843417577,0.5319865319865319,0.29255000338460957
2016-01-12 00:20:00,0.1818181818181818,0.4789575629512204,0.6595149253731343,0.4693579766536964,0.5272791448164575,0.8938321536905967,0.2417794970986464,0.7803837953091699,0.6903140293637853,0.0320806599450165,0,0.1212121212121212,0.2323232323232323,0.08920970572048353,0.505050505050505,0.3072785986704668
2016-01-12 00:30:00,0.2424242424242424,0.4754358161648178,0.6609141791044779,0.4693579766536964,0.5251613553852352,0.8917425008426018,0.2417794970986464,0.7910447761194044,0.6918841761827104,0.0348304307974451,0,0.1818181818181818,0.22222222222222218,0.09124517002534338,0.4848484848484848,0.3162875452302188
2016-01-12 00:40:00,1.0,0.4754358161648178,0.6637126865671643,0.4622243839169941,0.5229427188382416,0.8938321536905967,0.2417794970986464,0.7960199004975139,0.694738988580754,0.0375802016498703,0,0.2424242424242424,0.202020202020202,0.06259367024173636,0.4680134680134679,0.3209029255848555
2016-01-12 00:50:00,1.0,0.4648705758055993,0.6654228855721409,0.4654669260700388,0.5220350947962893,0.8896865520728006,0.2385557704706675,0.7992181947405843,0.697451060358893,0.0403299725023025,0,1.0,0.3181818181818182,0.33621345268557973,0.4932659932659932,0.34438110039026115
2016-01-12 01:00:00,1.0,0.4648705758055993,0.6688432835820897,0.4978923476005157,0.5180012101653908,0.8904280417930566,0.2321083172147002,0.8018242122719736,0.7000203915171315,0.0430797433547311,1,1.0,0.45454545454545453,0.4242424242424243,0.5185185185185185,0.3645100746799378
